topic,term,beta
6,vincenn,7.04658391891789e-309
7,vincenn,2.2406177835462365e-5
8,vincenn,4.2216162434030997e-302
9,vincenn,7.558843708672094e-305
10,vincenn,2.6033512492125044e-283
1,wartim,4.0407306587347835e-43
2,wartim,2.738549797682814e-206
3,wartim,7.377621469637162e-219
4,wartim,4.588492535169309e-131
5,wartim,5.1929182566649505e-6
6,wartim,9.144053827993273e-5
7,wartim,5.61572077580984e-4
8,wartim,3.759827051543198e-12
9,wartim,3.5304800290126333e-4
10,wartim,1.196453441104159e-184
1,actuari,2.601864529619088e-15
2,actuari,1.1178508644105933e-240
3,actuari,1.0303724013098693e-306
4,actuari,1.9430707979869737e-306
5,actuari,2.5012488546225783e-303
6,actuari,4.382392074679917e-37
7,actuari,4.481246798156605e-5
8,actuari,2.843936686586679e-305
9,actuari,3.5837995738668505e-28
10,actuari,9.009608060370224e-250
1,allur,2.7618535793259545e-15
2,allur,4.499248175195536e-236
3,allur,2.2588301301939606e-298
4,allur,2.9432191766118633e-207
5,allur,3.6745161386093266e-5
6,allur,8.82213217076283e-37
7,allur,4.481246798145334e-5
8,allur,7.138884601799604e-296
9,allur,8.306822269748543e-28
10,allur,7.336082810755991e-243
1,amort,2.587150616669611e-18
2,amort,6.993744875694844e-20
3,amort,2.1729774579922604e-306
4,amort,1.5582648581976987e-306
5,amort,7.398089879899564e-303
6,amort,5.555339099109855e-41
7,amort,6.721870197509617e-5
8,amort,2.9220831277251936e-304
9,amort,1.3596817355458394e-31
10,amort,5.069578430978198e-167
1,appeas,2.730090625128704e-8
2,appeas,6.597458714600148e-228
3,appeas,1.701154372930066e-283
4,appeas,1.964314453587094e-9
5,appeas,6.898136044758635e-30
6,appeas,5.1182184532344355e-15
7,appeas,2.238700347187445e-5
8,appeas,1.5426841905389284e-7
9,appeas,2.1620969716967326e-4
10,appeas,5.9079514575788546e-161
1,bandit,1.1807772608644787e-6
2,bandit,2.2186632533633226e-233
3,bandit,1.3629919516207963e-301
4,bandit,1.0021148078596241e-300
5,bandit,5.741776051767801e-298
6,bandit,6.566933031779778e-307
7,bandit,2.1574504806050633e-5
8,bandit,6.025389847596132e-299
9,bandit,3.923803921406973e-302
10,bandit,1.9942944928817541e-243
1,bloodi,1.2524967149490868e-7
2,bloodi,5.60194348291471e-197
3,bloodi,2.380891730172763e-266
4,bloodi,9.274647727564084e-156
5,bloodi,1.65860361063403e-27
6,bloodi,1.7463987817390665e-7
7,bloodi,2.231800921745282e-5
8,bloodi,2.4765065687805493e-142
9,bloodi,9.083668742115251e-5
10,bloodi,5.0068026101961944e-5
1,boot,1.528436507444778e-8
2,boot,3.0084859705708604e-230
3,boot,1.6141682178106306e-295
4,boot,6.939069806703321e-5
5,boot,2.7370994530296458e-6
6,boot,9.268015351357914e-155
7,boot,2.302776916123912e-5
8,boot,3.9652968292377883e-293
9,boot,1.0729500060769914e-295
10,boot,3.4680676133956165e-240
1,cement,1.8742185136922995e-10
2,cement,2.689245537351565e-229
3,cement,4.041312814625956e-294
4,cement,7.026429013042808e-276
5,cement,5.257945957378683e-19
6,cement,4.749653890912768e-5
7,cement,2.2976875713579334e-5
8,cement,7.1796446547382575e-12
9,cement,3.4272672709225354e-5
10,cement,1.8399163002332667e-6
1,citrus,2.121715838397164e-7
2,citrus,3.171907119058325e-234
3,citrus,6.451242376765475e-302
4,citrus,2.044288932383707e-301
5,citrus,5.600706223001411e-298
6,citrus,9.053695717314496e-307
7,citrus,2.2256782181867258e-5
8,citrus,4.3341098108302457e-299
9,citrus,2.90227823144306e-301
10,citrus,6.022360715810889e-245
1,client,2.9057783352450686e-7
2,client,5.639868435690155e-230
3,client,5.514368468397165e-294
4,client,4.30981946989679e-12
5,client,7.349031844214536e-5
6,client,1.0219204873227799e-273
7,client,2.2201553504654785e-5
8,client,5.268062928466361e-262
9,client,6.887845827862487e-249
10,client,3.4113092887019046e-239
1,codifi,6.0391620422590005e-9
2,codifi,2.7036358678963977e-233
3,codifi,1.7603963537241872e-300
4,codifi,1.3509399092726604e-299
5,codifi,6.980272977723684e-138
6,codifi,2.5489492335151337e-12
7,codifi,2.2401980058723265e-5
8,codifi,2.4795570452592088e-297
9,codifi,1.5420052558681105e-262
10,codifi,7.325293035544557e-5
1,coffe,4.977919116238681e-12
2,coffe,4.224189707523261e-31
3,coffe,4.4602118150441415e-300
4,coffe,5.95975773643288e-300
5,coffe,1.2905994251988068e-293
6,coffe,2.924607630230572e-15
7,coffe,6.72186984686954e-5
8,coffe,3.645500846795093e-297
9,coffe,7.458226932258668e-263
10,coffe,1.4650586801921977e-4
1,dairymen,4.807438199800689e-13
2,dairymen,2.5187471238538623e-15
3,dairymen,1.8571967339723733e-303
4,dairymen,1.8469584177381167e-303
5,dairymen,1.7778391346055418e-301
6,dairymen,4.077655349980153e-308
7,dairymen,4.4812467642217475e-5
8,dairymen,2.0927553264142973e-302
9,dairymen,2.605978926861845e-302
10,dairymen,7.571634387963912e-164
1,derog,9.410354463024612e-8
2,derog,7.650762210844389e-235
3,derog,1.948277690085072e-303
4,derog,2.5807988882547014e-302
5,derog,1.162240186559202e-298
6,derog,4.091449052365564e-307
7,derog,2.2339948277080615e-5
8,derog,5.795496870186252e-300
9,derog,4.7049163617957064e-303
10,derog,1.7720211829498656e-244
1,dispar,3.108740062135847e-8
2,dispar,3.6688148065001056e-234
3,dispar,6.022463961052543e-301
4,dispar,1.4548713492851836e-300
5,dispar,4.923804271888941e-295
6,dispar,5.014671511304791e-17
7,dispar,2.238433629832425e-5
8,dispar,3.5595540727055364e-299
9,dispar,2.193334712850416e-264
10,dispar,2.441764467049721e-5
1,doom,8.1418113866829e-15
2,doom,3.008033021457649e-229
3,doom,1.1806456319614504e-287
4,doom,2.9654472744346844e-5
5,doom,4.3752740027861605e-5
6,doom,1.8112963430492518e-5
7,doom,4.512497196414247e-5
8,doom,6.017700364150672e-138
9,doom,3.244926353319285e-5
10,doom,2.1255532819190972e-5
1,entreati,1.681892429129369e-7
2,entreati,6.82004125770391e-234
3,entreati,9.563037202139747e-302
4,entreati,1.873078308052045e-301
5,entreati,2.1203951057166307e-298
6,entreati,6.718346758913817e-307
7,entreati,2.228776295852547e-5
8,entreati,7.200068987771024e-300
9,entreati,1.2497590845773357e-301
10,entreati,5.975796127740547e-244
1,erod,9.357401992664773e-13
2,erod,8.193511802782864e-231
3,erod,2.333877816173881e-86
4,erod,3.7130273528720106e-5
5,erod,8.537749886182917e-5
6,erod,1.1030986776105518e-4
7,erod,2.5192454304935355e-5
8,erod,3.471230545756665e-118
9,erod,9.89076928329258e-9
10,erod,2.5795540395381648e-5
1,fla,4.651806819094116e-8
2,fla,1.6366507638942094e-234
3,fla,4.635505139396699e-302
4,fla,7.454980159760407e-302
5,fla,1.0916863316288407e-298
6,fla,5.911247486245619e-307
7,fla,2.237346707091191e-5
8,fla,5.844370811134014e-300
9,fla,4.077530462210786e-302
10,fla,1.9280419431154924e-244
1,greek,3.3013773296447374e-8
2,greek,1.0677927081644682e-230
3,greek,2.4345005775553632e-267
4,greek,4.5053394545542005e-278
5,greek,5.576233662481031e-17
6,greek,2.266252478516403e-5
7,greek,4.478921336994276e-5
8,greek,8.398051800726058e-172
9,greek,6.180932208515974e-5
10,greek,4.0745372545102064e-5
1,hell,2.6996971024441755e-8
2,hell,1.1279199116740928e-234
3,hell,4.5278209206205e-302
4,hell,4.748332925726683e-302
5,hell,7.812044665755457e-299
6,hell,2.2182365856937248e-307
7,hell,2.2387217561192665e-5
8,hell,1.5549581995761357e-300
9,hell,3.8354221911491517e-302
10,hell,3.0351619855532823e-244
1,ketcham,2.1464342337203157e-8
2,ketcham,1.0315705600247439e-234
3,ketcham,3.35639280493902e-302
4,ketcham,5.173582374432757e-302
5,ketcham,6.293778646737264e-299
6,ketcham,1.5032946915905683e-307
7,ketcham,2.2391114696499253e-5
8,ketcham,1.4644493793622888e-301
9,ketcham,5.764910164040675e-302
10,ketcham,3.8742526392243994e-244
1,ma,1.6224115958969875e-7
2,ma,1.9143715461377766e-235
3,ma,1.7480761518049985e-302
4,ma,1.1047304235699843e-301
5,ma,1.446015741932088e-299
6,ma,3.5556306962662897e-307
7,ma,2.229195273644768e-5
8,ma,1.972860468494176e-299
9,ma,1.1188828945828948e-301
10,ma,6.535073664070624e-244
1,marbl,7.797394655150124e-8
2,marbl,4.510231071988651e-235
3,marbl,5.690147066763411e-302
4,marbl,7.365301517818367e-302
5,marbl,1.4424203950809268e-299
6,marbl,8.166915636847787e-308
7,marbl,2.235130982503679e-5
8,marbl,1.548731289491192e-300
9,marbl,5.725604915049164e-302
10,marbl,1.9195614095909992e-244
1,mccoy,1.3104898906064076e-8
2,mccoy,2.2516492545227636e-234
3,mccoy,9.360881156647079e-302
4,mccoy,2.7038468322654027e-302
5,mccoy,2.3942209431425027e-298
6,mccoy,8.441472249182003e-307
7,mccoy,2.239700301541247e-5
8,mccoy,1.13011250207431e-299
9,mccoy,1.9593352293110578e-302
10,mccoy,7.060157856453404e-244
1,militarist,3.8000635564269317e-7
2,militarist,8.209385158633177e-230
3,militarist,3.046116181860992e-290
4,militarist,1.4556535386581874e-185
5,militarist,1.4679398547012667e-290
6,militarist,3.2782156186327927e-295
7,militarist,4.4544794826745456e-5
8,militarist,1.3501371164173098e-136
9,militarist,3.090466104257987e-5
10,militarist,4.825329276269775e-239
1,miracl,6.838098464926186e-10
2,miracl,2.367417758927969e-229
3,miracl,3.249056503213943e-262
4,miracl,9.373762065096155e-5
5,miracl,1.9340206824969728e-4
6,miracl,9.63655227436814e-6
7,miracl,2.3383836033091395e-5
8,miracl,4.642708884122944e-21
9,miracl,1.4438475907046963e-4
10,miracl,2.1780106265958308e-5
1,nationalist,5.442397511406696e-12
2,nationalist,1.8735316894921572e-231
3,nationalist,3.7909913236518394e-285
4,nationalist,3.653184659507723e-5
5,nationalist,4.190743293521292e-8
6,nationalist,3.51989999072114e-19
7,nationalist,3.117500897205991e-5
8,nationalist,3.046588301513681e-9
9,nationalist,4.971225132123329e-5
10,nationalist,1.1431728579878995e-206
1,orvill,2.1558844023253787e-6
2,orvill,1.1481101832666809e-232
3,orvill,4.262333462458614e-300
4,orvill,9.171973942340634e-301
5,orvill,6.615374130514582e-297
6,orvill,3.9834571078360625e-306
7,orvill,2.088764785549101e-5
8,orvill,4.21570076910681e-298
9,orvill,1.5530783923376019e-301
10,orvill,1.0876769259426333e-242
1,overturn,4.291253599732025e-9
2,overturn,1.3158938583607174e-233
3,overturn,6.9747546537610695e-301
4,overturn,1.092435009902667e-300
5,overturn,2.9652662574192915e-287
6,overturn,1.5075037392153268e-15
7,overturn,2.2403211270158034e-5
8,overturn,8.278853555413365e-298
9,overturn,4.812690733083697e-263
10,overturn,7.325293400954494e-5
1,paramaribo,5.351568342018756e-7
2,paramaribo,2.8544725360401856e-234
3,paramaribo,4.745358113124247e-301
4,paramaribo,1.7058018517582958e-301
5,paramaribo,9.412412939501747e-298
6,paramaribo,6.981460138448736e-306
7,paramaribo,4.443550818525768e-5
8,paramaribo,3.263459668961442e-299
9,paramaribo,4.377778165519299e-301
10,paramaribo,1.8163247260252627e-243
1,pessim,4.501252326901481e-18
2,pessim,6.403986281744802e-20
3,pessim,3.360498735350228e-275
4,pessim,3.657355831604982e-5
5,pessim,2.765732421632119e-45
6,pessim,5.0913237593684534e-36
7,pessim,6.721870197505235e-5
8,pessim,3.931394789948967e-5
9,pessim,5.997827880228638e-16
10,pessim,4.651547620922074e-84
1,potato,6.192029797551045e-6
2,potato,1.0961561843333087e-230
3,potato,6.857616652758708e-297
4,potato,3.6573558316690145e-5
5,potato,4.7404599668025967e-241
6,potato,1.581466070597778e-301
7,potato,4.0450856296145076e-5
8,potato,4.7846214688999244e-294
9,potato,2.8597254931996136e-297
10,potato,6.176389284378474e-241
1,poultrymen,9.578528195712053e-8
2,poultrymen,1.9902126973211167e-234
3,poultrymen,2.5784121503501027e-302
4,poultrymen,4.6172239760895543e-302
5,poultrymen,3.6530712375546364e-299
6,poultrymen,2.1730707427368325e-307
7,poultrymen,2.2338763676001568e-5
8,poultrymen,4.835819496459254e-300
9,poultrymen,5.563537867309505e-302
10,poultrymen,1.374236200097294e-245
1,ralli,2.5036676009612545e-11
2,ralli,1.2570389110281805e-227
3,ralli,1.345756954801624e-280
4,ralli,1.2086057923698417e-8
5,ralli,7.157592417273491e-5
6,ralli,3.5020284723149113e-15
7,ralli,2.4329427149180583e-5
8,ralli,9.265197360376023e-9
9,ralli,2.9844614802886458e-5
10,ralli,8.860456944083797e-27
1,restat,9.379409688184722e-8
2,restat,5.413659173796232e-231
3,restat,5.830689154452238e-298
4,restat,9.695540806566948e-295
5,restat,2.300965582548252e-196
6,restat,1.162787681018837e-12
7,restat,5.5518178790395025e-5
8,restat,1.6580974446256425e-284
9,restat,1.6047268572411666e-5
10,restat,6.47968960798881e-240
1,retriev,2.241868382557516e-8
2,retriev,4.537861039799145e-234
3,retriev,2.0516579107685354e-301
4,retriev,5.345156247917733e-302
5,retriev,4.395601963087726e-298
6,retriev,1.0064017740172512e-306
7,retriev,2.239044246669329e-5
8,retriev,2.9300220439234298e-300
9,retriev,1.0278171263826754e-301
10,retriev,1.139428666085091e-243
1,shoe,2.764744416170873e-7
2,shoe,9.655788145468504e-228
3,shoe,6.527259239378363e-275
4,shoe,2.1770200471281136e-146
5,shoe,3.737114116258199e-5
6,shoe,4.0073885480057075e-296
7,shoe,2.2211487810687614e-5
8,shoe,3.864420703046941e-5
9,shoe,3.4161708469296595e-276
10,shoe,7.530322004897172e-238
1,sonic,9.910082770502778e-8
2,sonic,2.298287581454421e-234
3,sonic,2.307097237814448e-302
4,sonic,5.597844095571041e-302
5,sonic,4.834030558499633e-299
6,sonic,1.5023952842903136e-307
7,sonic,2.2336428234545912e-5
8,sonic,1.230813455094177e-299
9,sonic,2.9146172508054143e-302
10,sonic,5.324752719094894e-244
1,straightforward,2.7031971664091853e-12
2,straightforward,3.2266009366486252e-229
3,straightforward,1.21781754703112e-280
4,straightforward,7.193757134212364e-5
5,straightforward,3.796038184165901e-5
6,straightforward,9.994250773681095e-15
7,straightforward,2.5379608501707273e-5
8,straightforward,3.4096865657512266e-5
9,straightforward,1.0370524375339828e-25
10,straightforward,9.167557962425561e-163
1,trite,2.1558226210035343e-15
2,trite,2.0693283854119227e-231
3,trite,1.6962549138509343e-284
4,trite,7.821918061608788e-293
5,trite,9.970504478206417e-291
6,trite,1.4745797539576058e-106
7,trite,4.0659902220841824e-5
8,trite,7.286086275772528e-6
9,trite,7.44274478452644e-282
10,trite,5.2592517803630045e-242
1,unleash,2.6023882076632067e-9
2,unleash,8.618874393462476e-228
3,unleash,2.502955946790541e-289
4,unleash,1.2669206011696457e-4
5,unleash,1.760505227877805e-4
6,unleash,3.58866723084379e-5
7,unleash,2.3752894108784293e-5
8,unleash,3.666882484800462e-107
9,unleash,1.7816264184087987e-5
10,unleash,1.5812610580307038e-20
1,unremun,1.6242536716442668e-7
2,unremun,2.2006326220033335e-234
3,unremun,2.015615642708476e-301
4,unremun,8.863206171692773e-302
5,unremun,1.5330956494407261e-298
6,unremun,1.6213822194611666e-306
7,unremun,2.2291822982241533e-5
8,unremun,1.7409090994971823e-299
9,unremun,2.5680383277477925e-302
10,unremun,4.070068478194448e-244
1,vet,1.9796752711783165e-7
2,vet,1.980486435382883e-231
3,vet,1.7882161218990144e-297
4,vet,3.6573558316690145e-5
5,vet,1.063128598974232e-239
6,vet,6.522475443515594e-292
7,vet,2.2266787395315873e-5
8,vet,3.052152469936712e-296
9,vet,2.7671212919925196e-298
10,vet,1.4406065273901614e-241
1,waterpow,4.907726605474838e-8
2,waterpow,7.005685716336652e-235
3,waterpow,7.134402598936076e-302
4,waterpow,2.3328628708113328e-302
5,waterpow,6.94765190230796e-299
6,waterpow,3.960816739801268e-307
7,waterpow,2.2371664394297336e-5
8,waterpow,4.740932376835267e-300
9,waterpow,2.330360940907283e-302
10,waterpow,3.711725132310591e-244
1,wore,4.571831257058678e-7
2,wore,5.675924822812968e-234
3,wore,3.45522456046959e-301
4,wore,1.3512332826571866e-301
5,wore,5.652944848562518e-298
6,wore,3.497093248849527e-306
7,wore,2.2084198192536615e-5
8,wore,8.5668977010160565e-301
9,wore,2.32897535887692e-301
10,wore,1.433496740341535e-243
1,affix,7.354539313316859e-249
2,affix,3.007539281199455e-8
3,affix,1.2034219988118337e-306
4,affix,3.820089173410751e-305
5,affix,3.4433880622813786e-303
6,affix,1.29844862412007e-310
7,affix,2.237579067641979e-5
8,affix,7.812177539143247e-303
9,affix,1.2784758021325868e-304
10,affix,9.651260964404897e-164
1,arkansa,4.8516739915380603e-247
2,arkansa,1.5402345150518124e-20
3,arkansa,3.3098827575820343e-296
4,arkansa,7.3146970587637e-5
5,arkansa,5.611922133422027e-13
6,arkansa,4.877302093764059e-17
7,arkansa,6.72174322907809e-5
8,arkansa,4.017068883973241e-292
9,arkansa,1.874197575621448e-9
10,arkansa,4.99111375179432e-158
1,atchafalaya,2.4577180322163908e-248
2,atchafalaya,3.132923259459676e-7
3,atchafalaya,5.120908477452329e-306
4,atchafalaya,3.1933815189905005e-304
5,atchafalaya,5.30244965800714e-302
6,atchafalaya,8.4641269875617e-310
7,atchafalaya,2.208910905460975e-5
8,atchafalaya,8.800251262321268e-302
9,atchafalaya,3.5164147834822047e-304
10,atchafalaya,1.1283145440500498e-161
1,beautif,9.800743122450368e-245
2,beautif,5.901449220598521e-11
3,beautif,4.834902749312885e-301
4,beautif,6.238413987567797e-264
5,beautif,3.3082902614255087e-5
6,beautif,1.4289749636621588e-24
7,beautif,2.4639323434218883e-5
8,beautif,8.658384365566552e-295
9,beautif,1.9725113644699053e-228
10,beautif,4.349302518661573e-161
1,beverag,5.524868289039587e-249
2,beverag,5.00655666802955e-9
3,beverag,1.3830244474143358e-307
4,beverag,2.694911022895357e-305
5,beverag,5.633298715095029e-304
6,beverag,2.8555872060843e-311
7,beverag,2.240116618812778e-5
8,beverag,3.48774499806073e-303
9,beverag,5.515568688327877e-305
10,beverag,2.990912593290769e-163
1,briand,6.279809858904995e-253
2,briand,8.962980261402588e-14
3,briand,4.5412094799254545e-307
4,briand,4.460983445539749e-303
5,briand,1.5659166188484743e-301
6,briand,5.028497974901435e-307
7,briand,4.48124678926725e-5
8,briand,8.130305053914877e-301
9,briand,1.8211081119177288e-302
10,briand,3.236947723501076e-165
1,coincident,3.0084784483139757e-248
2,coincident,7.676886526464134e-8
3,coincident,2.1827374950285443e-307
4,coincident,9.709084537503905e-305
5,coincident,1.5963800245324067e-302
6,coincident,4.3309415094e-313
7,coincident,2.2328525986902315e-5
8,coincident,2.9487361521873813e-302
9,coincident,2.7740752909251194e-304
10,coincident,9.239912500780747e-163
1,coverag,4.4938547529360034e-219
2,coverag,3.7116909560781773e-31
3,coverag,1.1881755922204045e-282
4,coverag,8.889017748120721e-4
5,coverag,1.3519404332869158e-5
6,coverag,4.220323705752877e-4
7,coverag,1.3527364623017245e-4
8,coverag,1.3704653748085687e-15
9,coverag,1.7981797870837802e-4
10,coverag,4.072720291187474e-4
1,crash,4.2318099912630834e-241
2,crash,1.563514431448445e-14
3,crash,1.0678094432454885e-215
4,crash,4.272262413940423e-136
5,crash,1.4697811656850504e-4
6,crash,1.8841239297049647e-8
7,crash,1.1807936068814921e-4
8,crash,9.2360645126494885e-05
9,crash,7.355632067681025e-5
10,crash,2.4408227214084923e-5
1,dramat,1.0515180559193284e-245
2,dramat,1.3221494645227893e-14
3,dramat,3.721353901519073e-281
4,dramat,5.151456089553237e-4
5,dramat,2.0475705687477734e-4
6,dramat,3.301624533650826e-4
7,dramat,2.494746012364702e-5
8,dramat,7.4944057115286e-27
9,dramat,7.038581200309495e-9
10,dramat,4.842837564064542e-4
1,dual,1.8486853849072912e-247
2,dual,5.722873404663882e-10
3,dual,6.558010809352393e-304
4,dual,3.7592273760879974e-141
5,dual,3.163153878753567e-13
6,dual,6.781655362652376e-5
7,dual,2.2766473450842674e-5
8,dual,7.357365164505216e-293
9,dual,2.548341430922612e-265
10,dual,9.824459657477671e-25
1,enliven,3.5596278592758785e-249
2,enliven,4.387222749505774e-9
3,enliven,2.260353895924065e-309
4,enliven,1.9895447625165987e-306
5,enliven,4.3815145117593985e-305
6,enliven,3.355715699088e-311
7,enliven,2.2401793098567883e-5
8,enliven,6.495277144167515e-304
9,enliven,3.5288707827202904e-305
10,enliven,5.257890613422378e-164
1,flaxse,1.0702208933378903e-250
2,flaxse,8.289764181699783e-9
3,flaxse,3.4487458020862578e-307
4,flaxse,6.03013903845313e-306
5,flaxse,1.0772425341311369e-303
6,flaxse,2.747340113257e-311
7,flaxse,2.2397842816024473e-5
8,flaxse,3.586409920119526e-303
9,flaxse,1.1322912958466644e-305
10,flaxse,3.367971501142074e-163
1,floodway,2.4775816611332796e-249
2,floodway,4.917234635683192e-9
3,floodway,1.07189883065917e-309
4,floodway,4.9758399515169824e-306
5,floodway,1.0749565359167017e-304
6,floodway,3.0823562002843e-311
7,floodway,2.2401256602866788e-5
8,floodway,1.6883327669260513e-303
9,floodway,5.387994757921242e-305
10,floodway,1.2740957534198963e-163
1,glass,2.834699440945661e-242
2,glass,6.184615861538311e-12
3,glass,8.05987465208549e-54
4,glass,8.350702491256893e-105
5,glass,3.438220197169951e-5
6,glass,3.617289863046507e-22
7,glass,2.3836268697421833e-5
8,glass,1.537442399193635e-4
9,glass,2.775364936487827e-6
10,glass,7.868360406106466e-161
1,gloss,1.0154675604002026e-243
2,gloss,3.391151099520144e-8
3,gloss,7.276575539424444e-298
4,gloss,2.286508076495579e-283
5,gloss,1.2590158105204274e-249
6,gloss,9.774119365420823e-20
7,gloss,2.2371907629703454e-5
8,gloss,2.7649978403258303e-121
9,gloss,3.09046610425797e-5
10,gloss,4.281878639688396e-159
1,grope,4.276713642066217e-249
2,grope,6.064724800982117e-9
3,grope,1.2937756587625212e-307
4,grope,1.516520323115322e-305
5,grope,3.267218278771364e-305
6,grope,3.982377503348e-311
7,grope,2.2400095075065597e-5
8,grope,2.9323891339929164e-303
9,grope,1.827065772011524e-305
10,grope,2.4942171717460254e-163
1,headway,7.130462834425504e-249
2,headway,9.618294675550258e-12
3,headway,1.3363206638970854e-305
4,headway,6.011956807163695e-146
5,headway,3.835264856528454e-81
6,headway,1.5829730444072456e-5
7,headway,2.397643851648645e-5
8,headway,1.059093120215334e-300
9,headway,7.868546948888459e-289
10,headway,2.2270673879409226e-12
1,herbert,3.986995017064446e-251
2,herbert,4.51627905827989e-20
3,herbert,1.5162967203766973e-297
4,herbert,2.3520285093701515e-298
5,herbert,1.0025002616367314e-294
6,herbert,4.847339214050247e-22
7,herbert,1.1203116995849639e-4
8,herbert,7.1275997307849e-46
9,herbert,7.290904003497622e-19
10,herbert,2.2645656348348313e-165
1,hooverth,1.2267543584381966e-251
2,hooverth,1.2286177546823079e-17
3,hooverth,2.078259185915361e-299
4,hooverth,7.518457268775917e-300
5,hooverth,5.14158847271789e-298
6,hooverth,1.1108580419173556e-303
7,hooverth,8.96249359667851e-5
8,hooverth,3.7369358002648015e-48
9,hooverth,1.8256540907509553e-297
10,hooverth,1.3501937640108552e-164
1,inconsequenti,7.418322107304465e-249
2,inconsequenti,4.272211131376247e-8
3,inconsequenti,4.389254880039986e-307
4,inconsequenti,3.903558432337653e-305
5,inconsequenti,3.228113576269632e-303
6,inconsequenti,7.845245153958e-311
7,inconsequenti,2.2362989246326785e-5
8,inconsequenti,1.2827817689142625e-302
9,inconsequenti,4.804689012772822e-304
10,inconsequenti,8.341100586365356e-163
1,insurmount,1.687509849168207e-248
2,insurmount,2.5634525139769696e-8
3,insurmount,5.036906203443853e-307
4,insurmount,5.823735391155704e-305
5,insurmount,2.3996727925690438e-303
6,insurmount,1.3326659945468e-310
7,insurmount,2.2380285870730475e-5
8,insurmount,8.052959644040306e-303
9,insurmount,5.555522981514075e-305
10,insurmount,7.071305794060669e-163
1,interdepartment,1.3993157481061948e-248
2,interdepartment,3.0156842877042292e-9
3,interdepartment,1.5220230594082876e-306
4,interdepartment,1.6786134395654885e-304
5,interdepartment,5.293641301250513e-296
6,interdepartment,3.161757183092353e-15
7,interdepartment,2.240318141552427e-5
8,interdepartment,1.586577205249374e-301
9,interdepartment,1.0967661103393355e-268
10,interdepartment,2.441764466603385e-5
1,interlock,4.389276987142153e-210
2,interlock,5.113016603001205e-16
3,interlock,2.3934571684939373e-295
4,interlock,6.934161667531927e-203
5,interlock,3.674506334399824e-5
6,interlock,1.8900557857221617e-10
7,interlock,4.480515143828214e-5
8,interlock,1.2290347843897663e-251
9,interlock,9.830944889181117e-9
10,interlock,5.903629372124172e-157
1,invis,3.6403570909480897e-249
2,invis,1.2619665166124155e-9
3,invis,1.8212208062684705e-307
4,invis,1.840411719538146e-305
5,invis,5.254346323131527e-304
6,invis,1.2285226058915e-311
7,invis,2.240495658711889e-5
8,invis,3.4124676419993605e-303
9,invis,4.0539592036908875e-305
10,invis,1.6523328648867802e-164
1,kellogg,4.916088174554659e-250
2,kellogg,2.950124462427006e-12
3,kellogg,7.132760613327916e-306
4,kellogg,5.801130301925909e-304
5,kellogg,3.0610205223467987e-302
6,kellogg,3.0703927385749733e-308
7,kellogg,6.721869898888375e-5
8,kellogg,7.865713912948662e-302
9,kellogg,2.5190608589837548e-303
10,kellogg,5.490538539576458e-164
1,leather,4.3750772685499666e-249
2,leather,1.0373400311682346e-9
3,leather,6.662347893050293e-308
4,leather,2.6862102167868747e-306
5,leather,2.4489956098282013e-303
6,leather,5.781886869585e-312
7,leather,2.2405183961536207e-5
8,leather,2.8447716251637118e-303
9,leather,4.4006778379469675e-305
10,leather,1.546538590862837e-163
1,metropolitan,2.9085496146648604e-242
2,metropolitan,2.631943773264036e-14
3,metropolitan,5.192885832702116e-78
4,metropolitan,3.707543460538171e-5
5,metropolitan,1.7841894070642108e-4
6,metropolitan,4.26057772723893e-5
7,metropolitan,2.561495774470188e-5
8,metropolitan,8.904034140514503e-11
9,metropolitan,1.3859527672398895e-4
10,metropolitan,1.2721684632682866e-21
1,nonact,5.105103362945804e-249
2,nonact,2.9149804065835577e-9
3,nonact,9.349607564497747e-308
4,nonact,1.6457699321426167e-305
5,nonact,6.734060253523686e-304
6,nonact,8.89345357578e-312
7,nonact,2.2403283351350083e-5
8,nonact,1.912229638277845e-303
9,nonact,1.5299303077379643e-305
10,nonact,4.000789843404144e-163
1,obscur,1.0191006520547736e-241
2,obscur,4.659751018378481e-13
3,obscur,6.921969406436291e-264
4,obscur,1.1606202077930967e-30
5,obscur,6.032803343740526e-5
6,obscur,1.042044972566343e-4
7,obscur,6.92922651167194e-5
8,obscur,3.751083216226089e-5
9,obscur,7.105859780554233e-5
10,obscur,2.1749474076683087e-5
1,parol,4.576426292212788e-244
2,parol,1.5870231902696403e-11
3,parol,9.911382006750285e-298
4,parol,6.997146019926543e-5
5,parol,3.993571799444729e-5
6,parol,1.5060918668162853e-188
7,parol,6.721868591072025e-5
8,parol,6.522962065992234e-278
9,parol,1.141415321683152e-255
10,parol,1.4087789940398401e-159
1,prosecutor,2.7688158915589144e-244
2,prosecutor,5.557864284982077e-13
3,prosecutor,2.6166109625504878e-298
4,prosecutor,1.465634082345774e-4
5,prosecutor,2.4757039345676602e-5
6,prosecutor,1.9591633730083485e-5
7,prosecutor,2.6169948259696862e-5
8,prosecutor,1.3342029125604777e-292
9,prosecutor,3.272686429080596e-227
10,prosecutor,1.0494293813361982e-13
1,reenforc,1.1352345434928385e-248
2,reenforc,5.283851995895249e-9
3,reenforc,9.076524197596782e-307
4,reenforc,5.327879065102936e-305
5,reenforc,2.781674159153404e-303
6,reenforc,1.081697843463e-311
7,reenforc,2.240088550055222e-5
